	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V51	V52	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V62	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V53	V54	V55	V56	V57	V58	V59	V60	V61	V63	V64	V65	V66	V67	V68	V69
44	0.007364	0.013573	0.019546	-0.001935	0.0411	0.013375	-0.013597	-0.014969	0.014623	0.031758	-0.057564	-0.073948	-0.058202	-0.029377	-0.051147	-0.070945	-0.056214	-0.0441	-0.045769	-0.049621	0.000525	-0.000712	-0.033524	-0.054432	-0.072195	-0.062073	-0.034227	-0.031005	-0.038561	-0.017446	-0.022639	-0.054487	0.012335	0.014278	0.023999	0.001995	0.010477	0.036012	0.03912	0.033027	0.013608	0.021004	-0.005803	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
45	0.021169	0.003439	0.024366	-0.005782	-0.010453	0.032201	0.033292	0.005092	-0.020719	-0.014924	-0.066989	-0.039537	-0.060448	-0.049393	-0.092751	-0.058423	-0.070645	-0.02659	-0.072379	-0.074543	0.015267	-0.02975	-0.019545	-0.071723	-0.079075	-0.003939	-0.034456	-0.041827	-0.028156	-0.087826	-0.065276	-0.059281	-0.014637	0.020162	0.021724	-0.009874	0.013324	0.044013	0.028652	0.066694	-0.000401	0.009409	-0.046036	0.121594	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
46	0.008393	-0.018635	0.025646	0.01499	0.000409	0.009781	-0.001202	-0.011945	-0.000551	0.031226	-0.033818	-0.025004	-0.004925	-0.035578	-0.017306	-0.051746	-0.039003	0.008346	-0.02115	-0.036776	-0.103304	-0.094119	-0.008946	-0.04509	-0.019043	0.00296	0.021042	-0.007229	0.013573	0.025409	0.04153	-0.025168	0.014244	-0.019798	0.005685	-0.006947	0.006549	0.01347	-0.01397	0.026646	-0.004852	0.028602	0.001916	0.070413	0.063619	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
47	0.045625	0.026373	0.014711	0.050438	0.037708	-0.006031	0.011267	-0.001905	-0.021906	0.014491	-0.05147	-0.070848	-0.022532	-0.0446	-0.064372	-0.01537	-0.061459	-0.052716	-0.047162	-0.03678	0.013163	-0.013536	-0.103919	-0.04933	-0.116521	-0.005607	-0.03818	0.000623	-0.060594	-0.039126	-0.029586	-0.001585	-0.000283	0.003137	0.023762	-0.019832	-0.003401	0.015705	0.026881	0.025396	0.013652	0.000604	-0.022005	0.143966	0.118229	0.06339	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
48	0.00337	-0.022826	-0.032597	-0.005519	0.021479	0.025242	0.017102	0.004918	0.001787	-0.012322	-0.030007	-0.04072	-0.042419	-0.03422	-0.028753	-0.023698	-0.017333	-0.01459	-0.022251	-0.025226	-0.075911	-0.045851	-0.03285	-0.02962	-0.047543	-0.001972	0.000844	0.028303	-0.02149	0.023274	-0.019029	-0.002603	0.02583	0.005872	0.01856	0.021296	0.004349	0.042854	0.022358	0.038742	-0.003504	-0.022053	0.000406	0.12007	0.042242	0.183686	0.033309	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
49	0.022167	0.040372	0.017076	0.033412	0.016922	0.033922	0.002294	0.019416	0.013547	0.032702	-0.080278	-0.062229	-0.118541	-0.058246	-0.072579	-0.031017	-0.045261	-0.074331	-0.094528	-0.066518	0.022538	-0.022421	-0.073281	-0.092683	-0.09685	-0.051026	-0.104193	-0.02632	-0.075191	-0.09001	-0.051933	-0.05163	0.018543	0.009307	0.046955	0.050555	-0.00202	0.004324	0.017589	-0.000415	0.028842	0.005455	-0.027733	0.166892	0.156883	0.027451	0.242132	0.054818	10	0.102562088888889	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
50	-0.023017	-0.018486	-0.031373	-0.016108	-0.011293	-0.000752	-0.015869	0.003201	0.013296	0.030263	-0.040491	-0.057658	-0.027293	-0.048752	-0.019184	-0.04309	-0.028783	-0.029561	-0.046842	-0.068691	-0.070481	-0.113657	-0.021193	0.019577	-0.0631	-0.01621	-0.009206	0.009907	-0.009303	-0.001773	0.007964	0.015439	0.055097	0.004159	0.004615	0.004495	0.045461	0.035341	0.002313	0.037212	-0.007739	0.054741	-0.013783	0.067446	0.071877	0.15853	0.034357	0.134095	0.062796	10	0.102562088888889	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
51	0.007923	0.010667	-0.000685	-0.000374	0.027117	0.035668	-0.007729	0.013354	-0.004676	-0.016928	-0.058571	-0.030096	-0.062844	-0.053291	-0.042601	-0.040886	-0.065225	-0.036705	-0.028788	-0.026602	0.016011	0.007723	-0.031346	-0.075705	-0.084996	-0.06892	-0.04556	-0.03695	-0.050633	-0.007081	-0.036626	-0.023297	0.018941	-0.006522	0.001718	-0.037646	0.038214	0.035901	0.03161	0.031866	0.026661	0.03647	-0.033371	0.087872	0.166102	0.050676	0.098306	0.058123	0.162687	0.068907	10	0.102562088888889	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
52	-0.002553	0.002869	0.025584	0.044277	0.054968	-0.00362	0.001758	0.04927	-0.038021	-0.017574	-0.037367	-0.010989	-0.061086	-0.027804	-0.035079	-0.031711	-0.02461	-0.038919	-0.016613	-0.050198	-0.104297	-0.117366	-0.037616	-0.047743	-0.033618	0.064424	-0.035907	-0.015708	0.00524	0.009444	0.051224	-0.044888	0.000606	-0.018755	-0.007798	-0.049696	0.020883	0.003109	0.014276	-0.011781	-0.002201	0.042378	0.002398	0.085215	0.072686	0.150728	0.068857	0.156079	0.042277	0.178806	0.068569	10	0.102562088888889	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
53	0.017599	-0.011079	-0.033133	0.0279	0.031564	-0.021239	-0.016248	0.014663	-0.037721	-0.019286	-0.037689	-0.018805	-0.049857	-0.042792	-0.043646	-0.055962	-0.017894	-0.036837	-0.018915	0.000479	-0.092619	-0.091282	-0.016834	-0.071997	-0.045256	-0.007865	0.000918	0.010045	0.01887	0.022519	0.000892	-0.021851	0.016278	0.014721	-0.000772	-0.016793	0.043747	0.046209	0.040482	0.023662	0.022972	0.003295	0.008163	0.059627	0.066115	0.15676	0.112733	0.132908	0.048723	0.170805	0.065212	0.148726	10	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.01936734	-0.0430815
54	-0.027511	0.011745	0.020333	-0.002976	0.033251	-0.007096	0.061866	0.004395	-0.025006	0.016434	0.00688	-0.02742	-0.012554	-0.034078	-0.025321	-0.029913	-0.014182	0.00187	-0.016714	-0.004582	0.018626	0.000528	8.9e-05	-0.002212	-0.008512	-0.079853	-0.033774	-0.027519	-0.018251	-0.031077	-0.054824	-0.034848	-0.013949	0.031632	0.026627	-0.004566	-0.015298	0.015711	0.054889	-0.011904	0.008968	-0.019601	0.018839	-0.033875	-0.024865	-0.05406	-0.070959	-0.040188	-0.066445	-0.014119	0.002045	0.034058	-0.029328	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
55	-0.02314	0.030888	0.043027	0.076892	-0.016327	0.002778	-0.002524	0.056942	-0.01182	0.009907	-0.014866	-0.019541	-0.019734	-0.018158	-0.032887	0.006539	-0.022055	-0.025238	-0.031062	0.008361	-0.043088	-0.025668	-0.045586	-0.006541	-0.000375	-0.047986	-0.057258	-0.040709	-0.014395	-0.025515	-0.043564	-0.014943	-0.036472	-0.004608	-0.011282	0.013422	-0.006765	-0.029576	-0.009166	-0.036811	-0.028056	-0.001052	0.09027	-0.054576	-0.00538	-0.027282	-0.057326	0.021503	-0.034847	-0.017449	-0.065648	0.018254	0.026267	0.074439	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
56	0.022583	0.022769	0.032212	0.004453	0.042585	0.007746	0.023516	-0.009978	-0.033645	0.006706	-0.038059	-0.012102	0.024427	-0.029353	-0.018916	-0.027874	-0.045586	-0.017383	-0.025241	-0.027088	0.03435	0.089344	-0.058073	-0.045693	-0.010608	-0.067326	-0.058361	-0.038019	-0.077666	-0.043618	-0.052459	-0.049044	0.009709	0.048779	-0.014769	0.021153	-0.020846	-0.001632	-0.017878	0.008989	-0.001164	-0.020439	0.052472	0.039389	0.019307	-0.037091	0.042893	-0.128151	0.056032	-0.092257	-0.021087	-0.062171	-0.06994	-0.002702	0.011279	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
57	0.009818	0.022804	0.026649	-0.033155	0.011085	-0.038382	0.001373	-0.010817	0.018988	0.016125	0.02391	0.001078	-0.042439	-0.006752	-0.056094	-0.007596	0.00967	0.029072	0.016635	-0.034369	-0.007829	-0.00248	-0.036927	-0.019415	0.021883	-0.033199	-0.030867	-0.034117	-0.029865	-0.035769	0.021381	-0.030557	-0.028825	-0.015016	0.054932	-0.007776	-0.015693	0.024719	-0.010727	-0.012236	0.001063	0.004151	0.036992	-0.064319	-0.03873	0.005369	-0.039817	-0.016697	-0.061436	-0.012055	-0.064855	0.030342	-0.009705	0.101871	0.038938	0.009282	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
58	0.02377	0.025187	-0.002564	0.0947	-0.016245	0.020827	0.006738	0.008036	0.018402	-0.01759	0.002229	-0.004645	-0.033843	0.002807	-0.00777	-0.016281	-0.012889	-0.02288	-0.023527	-0.038509	-0.022486	-0.025196	0.01652	-0.004118	0.017164	-0.033399	-0.031209	-0.00952	-0.000221	-0.026102	-0.010924	-0.044079	0.018688	-0.017996	-0.002977	-0.021378	-0.012635	-0.06177	0.000484	0.0266	0.004241	-0.003808	0.042594	-0.050939	-0.025934	-0.025473	-0.042663	-0.015178	-0.017791	-0.008228	0.023636	-0.000504	0.005942	0.047545	0.062398	-0.007559	0.071365	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
59	0.017833	-0.007681	-0.011411	-0.009272	-0.007095	0.01907	0.02226	0.003982	0.036907	0.015022	0.019955	-0.005643	-0.008688	-0.000458	-0.032819	-0.031048	-0.025145	0.058488	-0.006405	-0.035277	0.003868	0.006842	-0.012469	-0.021683	-0.003472	0.00271	-0.00531	0.017612	-0.019161	0.015102	-0.028673	-0.027942	-0.011093	-0.000944	0.002897	-0.004328	-0.015901	0.023415	0.008443	-0.020239	0.001486	0.027719	0.043272	-0.032488	-0.017218	-0.009728	-0.042251	0.023783	-0.041134	-0.036981	-0.053619	-0.015589	-0.031906	0.095371	0.034995	0.000488	0.045041	0.021009	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
60	0.020187	0.019529	0.00661	-0.006503	0.012538	0.072787	-0.0147	0.022787	0.018819	0.021734	-0.060079	-0.035082	-0.077094	-0.018654	-0.0318	-0.043182	-0.063593	-0.040707	-0.01367	-0.030534	0.096087	0.110188	-0.085583	-0.075726	-0.075562	-0.085564	-0.004512	-0.114758	-0.067991	-0.070732	-0.068982	-0.071336	0.009396	0.042997	-0.001294	0.018907	0.016749	0.044541	0.02766	-0.015059	0.039839	-0.036333	0.03001	0.013897	0.075939	-0.068517	-0.009455	-0.048717	0.059533	-0.050318	0.079035	-0.10103	-0.030929	-0.007336	-0.000949	0.081521	-0.005138	-0.033144	0.001549	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
61	0.009775	0.047994	-0.040324	0.000975	0.000789	0.037066	0.01847	-0.001827	0.01664	0.01722	-0.046934	-0.078901	-0.084071	-0.026939	-0.014472	0.011782	-0.034842	-0.062167	-0.019521	0.009615	0.080054	0.039852	-0.062998	-0.050214	-0.078108	-0.072419	-0.015618	-0.049834	-0.07907	-0.021457	-0.042122	-0.034477	0.008241	0.017404	-0.023475	0.03726	-0.006459	-0.001158	0.002127	0.029555	0.0141	-0.007123	-0.009566	0.026181	0.033931	-0.076638	-0.007158	-0.014829	0.07705	-0.031906	0.066967	-0.052508	-0.077097	0.01332	-0.024178	0.086894	-0.009685	0.013672	-0.029465	0.107211	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
62	0.00901	-0.011412	-0.019294	0.034003	-0.011554	0.017478	-0.011754	-0.007259	0.00531	-0.000923	-0.005744	-0.00274	0.017663	-0.034158	-0.00038	0.012306	0.028435	-0.026935	-0.004522	-0.001484	-0.0736	0.005471	-0.002512	-0.030191	0.047281	-0.018235	-0.002428	-0.029188	-0.017704	0.018147	-0.022424	-0.042806	-0.048142	0.023284	0.032046	0.004065	-0.018006	0.001942	0.034331	-0.019048	0.032849	-0.009573	0.052647	-0.04714	-0.059129	-0.047943	-0.026469	-0.053046	-0.025888	0.013083	-0.048519	-0.002921	-0.022289	0.068867	0.071999	0.057784	0.055729	0.11702	0.058437	-0.008299	0.021216	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
63	-0.008695	0.042662	-0.041416	0.019794	0.000729	0.004374	0.023381	-0.007503	0.012157	0.023547	-0.070547	-0.027045	-0.019725	-0.021912	-0.052509	-0.059832	-0.025105	-0.054314	-0.080097	-0.029674	0.04098	-0.005365	-0.053693	-0.046351	-0.097504	-0.052992	-0.034674	-0.058103	-0.068155	-0.05289	-0.043751	-0.034088	0.023072	0.010738	0.006623	0.015564	-0.004411	0.00875	0.022992	0.00259	0.021031	0.00779	0.001437	-0.001848	0.070063	-0.017674	0.0563	-0.000347	0.084352	-0.030264	0.049241	-0.029914	-0.007709	0.020383	-0.021287	0.091041	-0.005134	0.014701	-0.012616	0.083613	0.081974	-0.038173	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
64	0.034495	0.071515	0.023106	0.007166	0.015986	0.026494	0.001011	0.027348	0.009592	0.038722	-0.046473	-0.023941	-0.044623	-0.026038	-0.00515	-0.023281	-0.025531	-0.0307	-0.061194	-0.059424	0.073635	0.065581	-0.058225	-0.052987	-0.086713	-0.0871	-0.065662	-0.047637	-0.063212	-0.072785	-0.109721	-0.074987	-0.01573	-0.008688	0.007078	-0.012704	0.014906	6.8e-05	0.00428	-0.005132	0.013191	-0.030029	0.01209	0.050356	0.042818	-0.053372	0.030931	-0.073609	0.038036	-0.001908	0.006379	-0.101472	-0.083266	0.09533	0.051491	0.102904	-0.005664	-0.000369	-0.016557	0.186722	0.049857	-0.020892	0.077698	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
65	0.018077	0.030291	0.007549	0.021735	0.016637	0.031357	0.006438	-0.009193	0.054491	0.037514	-0.037096	-0.045544	-0.038152	0.013725	-0.010282	-0.05033	0.002086	-0.004757	0.012069	-0.02128	0.061111	0.056328	-0.042809	-0.063243	-0.035907	-0.065022	-0.051012	-0.030821	-0.016728	-0.054391	-0.072154	-0.068834	-0.004456	0.025325	0.014228	0.015074	0.006849	-0.016343	-0.023611	-0.043055	-0.022886	-0.01769	-0.012073	0.070429	-0.003885	-0.072866	0.024246	-0.056632	0.034926	-0.021049	-0.000854	-0.014233	-0.091974	0.007618	-0.035901	0.093453	0.024791	-0.020677	-0.009551	0.068073	0.084327	-0.039035	0.087926	0.105428	10	0.0354682857142857	0.0354682857142857	0.0354682857142857	0.0134451333333333
66	0.003353	0.059617	0.028685	0.026204	-0.005578	0.026165	0.028823	-0.000923	0.03023	-0.00051	-0.025436	-0.018493	0.000832	-0.003703	-0.013591	-0.01508	-0.057154	-0.031703	-0.015645	-0.007233	0.05552	0.030603	-0.052475	-0.080909	-0.041168	-0.031261	-0.050348	-0.01744	-0.039734	-0.020666	-0.015512	-0.058421	0.026158	-0.011461	-0.030951	0.000279	-0.015216	-0.022931	-0.018348	-0.014061	-0.007468	0.017395	-0.008072	-0.046592	0.057915	-0.047767	-0.029941	-0.112361	0.04858	-0.105119	0.02308	-0.059028	-0.045836	0.014001	0.068746	0.038445	0.024917	0.02307	0.001905	0.121746	0.072902	-0.024715	0.061319	0.052102	0.054804	10	0.0354682857142857	0.0354682857142857	0.0134451333333333
67	0.010872	0.00316	0.014439	0.003126	-0.024627	-0.01495	0.013914	-0.002622	0.000638	0.01747	-0.011464	-0.029352	-0.043796	-0.013034	-0.010072	0.004972	-0.008008	-0.052213	0.005939	0.0078	-0.031699	-0.008299	-0.040417	-0.020783	0.003223	0.015314	-0.022442	-0.011127	-0.063073	-0.027352	-0.045598	-0.002003	-0.010875	-0.02376	0.001913	0.014021	-0.005032	-0.022435	-0.016711	0.013949	0.002222	0.00946	0.038917	-0.035473	-0.029439	-0.015383	-0.019944	-0.05336	-0.029952	0.002114	-0.026719	-0.029402	-0.026632	-0.008888	0.07702	0.012497	0.060994	0.081793	0.00816	-0.025839	0.038643	0.018228	0.053865	0.009998	0.003601	0.032092	10	0.0354682857142857	0.0134451333333333
68	-0.030476	0.0461	-0.016289	0.025656	0.036046	0.005246	0.031639	0.015986	0.024826	0.065781	-0.014053	-0.023742	-0.008501	-0.03302	-0.014942	0.017003	0.023915	-0.017265	-0.01072	-0.024251	-0.02126	-0.007066	-0.023673	-0.026437	0.014698	-0.015577	-0.045875	-0.027263	0.000862	0.015275	-0.0406	-0.027929	-0.011275	0.009119	-0.018207	0.003492	-0.019608	-0.016169	0.000514	0.015898	-0.036105	-0.013772	0.07759	-0.073195	-0.085218	-0.031455	-0.040778	-0.015092	-0.048627	0.009935	-0.059464	-0.00109	0.016233	0.048503	0.075569	-0.013097	0.097515	0.053031	0.060763	-0.044575	0.00836	0.101204	-0.021929	-0.018062	0.02232	0.038545	0.102358	10	0.0134451333333333
69	-0.001984	0.009666	0.003894	0.006098	-0.020047	-0.007674	-0.001398	-0.009273	-0.011235	-0.019936	0.043914	0.006832	0.023133	-0.000865	0.012672	0.021217	-0.044	-0.010598	-0.016754	-0.000841	0.037495	0.036083	-0.002207	0.002307	0.0663	0.021274	-0.006244	0.005741	0.008947	-0.012661	-0.003979	-0.008352	0.004522	0.021542	-0.009966	-0.008403	0.023592	-0.001175	-0.037217	0.01016	0.017436	-0.004328	0.046201	-0.090669	-0.057527	0.033486	-0.043101	0.007669	-0.08623	-0.028422	-0.076428	-0.04592	-0.043673	-0.012074	0.053414	0.005495	0.007411	0.014277	0.023018	-0.033744	0.005548	0.017573	0.005403	0.004671	0.029279	0.019529	0.036006	0.025871	10
